TotalRows
Total Borrower Account AR Logs: 2409

BorrowerAccountARMessageText_Value,AREventCreationDateTime_Value,BorrowerNumber_Value,ActionCodeShortValueText_Value,ResultCodeShortValueText_Value,UserSystemUserName_Value
"Approved refund 239.99 to borrower AWG, TOP OP.",4/9/2013,1003420698,BROFSArv,BROFSAap,gissenk
Approved refund 24.23 to borrower TOP OP.,4/9/2013,1002892239,BROFSArv,BROFSAap,gissenk
Approved refund 2434.00 to borrower TOP after CN.,4/9/2013,1002774553,BROFSArv,BROFSAap,gissenk
Approved refund 2478.00 to borrower TOP after CONSOL.,4/12/2013,1002113936,BROFSArv,BROFSAap,gissenk
"Approved refund 249.52 FO to borrower/hardship
",7/30/2012,1002994849,BROFSArv,BROFSAap,toomerc
Approved refund 257.85 to borrower AWG OP and Partial TOP OP.,4/11/2013,1000124858,BROFSArv,BROFSAap,gissenk
Approved refund 258.00 to borrower TOP after TPD.,4/9/2013,1002335006,BROFSArv,BROFSAap,gissenk
Approved refund 261.41 to borrower AWG OP.,4/15/2013,1000049204,BROFSArv,BROFSAap,gissenk
Approved refund 268.00 to borrowerVOL to Lender Great Lakes,4/11/2013,1000322982,BROFSArv,BROFSAap,gissenk
Approved refund 270.48 to borrower AWG and TOP OP.,4/9/2013,1002963332,BROFSArv,BROFSAap,gissenk
Approved refund 2753.69 to borrower TOP OP.,4/15/2013,1001508169,BROFSArv,BROFSAap,gissenk
Approved refund 279.19 to borrower TOP OP.,4/9/2013,1002490556,BROFSArv,BROFSAap,gissenk
Approved refund 280.21 to borrowerAWG after CON.,4/10/2013,1001995193,BROFSArv,BROFSAap,gissenk
Approved refund 2877.00 to borrower TOP after TPD.,4/11/2013,1000358077,BROFSArv,BROFSAap,gissenk
Approved refund 288.93 to borrower TOP after COMP.,4/10/2013,1002121332,BROFSArv,BROFSAap,gissenk
Approved refund 291.79 to borrower TOP after CONSOL.,4/18/2013,1000982182,BROFSArv,BROFSAap,gissenk
Approved refund 299.19 to borrower AWG OP.,4/10/2013,1002082938,BROFSArv,BROFSAap,gissenk
Approved refund 300.00 to borrower VOL after Rehab.,4/15/2013,1000160618,BROFSArv,BROFSAap,gissenk
Approved refund 300.00 to Dept of ED/Sallie Mae VOL after Rehab.,4/10/2013,1002207427,BROFSArv,BROFSAap,gissenk
Approved refund 306.30 to borrower TOP after VA Disability.,4/15/2013,1000135398,BROFSArv,BROFSAap,gissenk
Approved refund 307.54 to borrower TOP after COMP.,4/12/2013,1001835409,BROFSArv,BROFSAap,gissenk
Approved refund 308.81 to borrower AWG OP and TOP.,4/10/2013,1000436649,BROFSArv,BROFSAap,gissenk
Approved refund 3191.33 to borrower TOP hardship.,4/8/2013,1002893420,BROFSArv,BROFSAap,gissenk
Approved refund 32.43 to borrower AWG after Rehab.,4/9/2013,1002408113,BROFSArv,BROFSAap,gissenk
Approved refund 322.47 to borrower AWG OP.,4/11/2013,1000363783,BROFSArv,BROFSAap,gissenk
Approved refund 324.69 to borrower AWG after Comp met.,10/10/2012,1001333434,BROFSArv,BROFSAap,gissenk
Approved refund 328.59 to borrower TOP.,4/12/2013,1001876232,BROFSArv,BROFSAap,gissenk
Approved refund 33.42 to borrowoer AWG OP.,4/18/2013,1000578065,BROFSArv,BROFSAap,gissenk
Approved refund 33.90 AWG OP to borrower.,1/29/2013,1001217574,BROFSArv,BROFSAap,gissenk
Approved refund 3364.09  to borrower ATB discharge approved.,4/11/2013,1000490288,BROFSArv,BROFSAap,gissenk
Approved refund 339.00 to innocent party Judy Aldana TOP payments.,4/11/2013,1003220398,BROFSArv,BROFSAap,gissenk
Approved refund 339.67 to borrower AWG pmts.,4/15/2013,1001339337,BROFSArv,BROFSAap,gissenk
Approved refund 341.55 to borrower TOP after TPD.,4/18/2013,1000279664,BROFSArv,BROFSAap,gissenk
Approved refund 343.56 to DL Montgomery Al.,4/10/2013,1002000396,BROFSArv,BROFSAap,gissenk
Approved refund 3544.00 to borrower TOP after Rehab.,4/12/2013,1002153658,BROFSArv,BROFSAap,gissenk
Approved refund 356.91 to borrower AWG.,4/10/2013,1001742913,BROFSArv,BROFSAap,gissenk
Approved refund 358.31 to borrower AWG.,4/10/2013,1002016942,BROFSArv,BROFSAap,gissenk
Approved refund 361.53 to borrower AWG OP.,4/11/2013,1000329758,BROFSArv,BROFSAap,gissenk
Approved refund 368.40 to borrower TOP after TPD.,4/9/2013,1002586599,BROFSArv,BROFSAap,gissenk
Approved refund 369.35 to borrower TOP after Rehab.,4/11/2013,1000280293,BROFSArv,BROFSAap,gissenk
Approved refund 37.00 TOP OP to borrower.,10/30/2012,1001118838,BROFSArv,BROFSAap,gissenk
Approved refund 371.68 to borrower AWG OP.,4/10/2013,1000443136,BROFSArv,BROFSAap,gissenk
Approved refund 372.07 to borrower  COMP OP.,4/15/2013,1000207322,BROFSArv,BROFSAap,gissenk
Approved refund 372.86 to Lender DL Montgomery CONSOL OP.,4/9/2013,1002245788,BROFSArv,BROFSAap,gissenk
Approved refund 378.00 to borrower TOP after COMP.,4/15/2013,1000136607,BROFSArv,BROFSAap,gissenk
Approved refund 38.81 to borrower.,4/10/2013,1002172881,BROFSArv,BROFSAap,gissenk
Approved refund 39.40 to borrower AWG.,4/12/2013,1001900802,BROFSArv,BROFSAap,gissenk
Approved refund 390.53 to borrower TOP after CONSOL.,4/15/2013,1000096673,BROFSArv,BROFSAap,gissenk
Approved refund 3900.00 to Lender Great Lakes VOL after Rehab.,4/18/2013,1000415062,BROFSArv,BROFSAap,gissenk
Approved refund 398.35 to borrower AWG OP.,4/10/2013,1002117379,BROFSArv,BROFSAap,gissenk
Approved refund 40.00 to Lender PHEAA VOL after Rehab.,4/11/2013,1000521035,BROFSArv,BROFSAap,gissenk
Approved refund 4000.00 to borrower partial TOP Hardship.,4/11/2013,1000379585,BROFSArv,BROFSAap,gissenk
Approved refund 410.91 to borrower TOP OP.,4/15/2013,1000042926,BROFSArv,BROFSAap,gissenk
Approved refund 417.66 to Lender DL Montgomery CONSOL OP.,4/18/2013,1002271859,BROFSArv,BROFSAap,gissenk
Approved refund 43.00 to NELNET VOL after Rehab.,4/10/2013,1000622464,BROFSArv,BROFSAap,gissenk
Approved refund 431.94 to borrower TOP  and AWG OP.,4/9/2013,1002200711,BROFSArv,BROFSAap,gissenk
Approved refund 4333.36 to borrower TOP after Rehab.,4/10/2013,1000575150,BROFSArv,BROFSAap,gissenk
Approved refund 44.48 to borrower TOP.,4/12/2013,1002053426,BROFSArv,BROFSAap,gissenk
Approved refund 444.21 to borrower AWG OP.,4/10/2013,1001435402,BROFSArv,BROFSAap,gissenk
Approved refund 446.57 to borrower AWG OP.,4/9/2013,1003475304,BROFSArv,BROFSAap,gissenk
Approved refund 4490.00 to borrower TOP after TPD.,4/11/2013,1000050941,BROFSArv,BROFSAap,gissenk
Approved refund 45.15 to borrower TOP OP.,4/10/2013,1001477066,BROFSArv,BROFSAap,gissenk
Approved refund 4622.10 to borrower UNP Approval.,4/18/2013,1002031638,BROFSArv,BROFSAap,gissenk
Approved refund 464.18 to borrower TOP OP.,4/9/2013,1002199221,BROFSArv,BROFSAap,gissenk
Approved refund 4691.00 to borrower TOP after Rehab.,4/10/2013,1002060838,BROFSArv,BROFSAap,gissenk
Approved refund 470.10 to Sallie Mae Lender VOL after Rehab.,4/9/2013,1002829138,BROFSArv,BROFSAap,gissenk
Approved refund 4714.73 to borrower TOP after CONSOL.,4/10/2013,1000763010,BROFSArv,BROFSAap,gissenk
Approved refund 478.56 to borrower AWG and Partial TOP.,4/12/2013,1001863198,BROFSArv,BROFSAap,gissenk
Approved refund 519.46 to borrower AWG and TOP.,4/12/2013,1002111196,BROFSArv,BROFSAap,gissenk
Approved refund 55.00 to borrower VOL OP.,4/11/2013,1000299920,BROFSArv,BROFSAap,gissenk
Approved refund 555.42 to borrower Comp paid.,4/15/2013,1000905021,BROFSArv,BROFSAap,gissenk
Approved refund 56.00 to borrower TOP.,4/9/2013,1003227196,BROFSArv,BROFSAap,gissenk
Approved refund 560.00 to borrower TOP OP.,4/11/2013,1000422538,BROFSArv,BROFSAap,gissenk
Approved refund 57.99 to borrower AWG OP.,4/10/2013,1001465856,BROFSArv,BROFSAap,gissenk
Approved refund 602.14 to borrower AWG OP.,4/10/2013,1000613846,BROFSArv,BROFSAap,gissenk
Approved refund 65.00 to Lender DLSS VOL after Rehab.,4/9/2013,1003615106,BROFSArv,BROFSAap,gissenk
Approved refund 66.39 to borrower AWG OP.,4/15/2013,1000101758,BROFSArv,BROFSAap,gissenk
Approved refund 69.06 to Lender NELNET VOL Pmts.,4/11/2013,1000020215,BROFSArv,BROFSAap,gissenk
Approved refund 702.47 to borrower AWG OP and partial TOP.,4/15/2013,1000059707,BROFSArv,BROFSAap,gissenk
Approved refund 703.24 to borrower AWG.,4/15/2013,1000915560,BROFSArv,BROFSAap,gissenk
Approved refund 72.33 to borrower AWG OP.,4/10/2013,1002241242,BROFSArv,BROFSAap,gissenk
Approved refund 75.00 to LENDER SALLIE MAE VOL after Rehab.,4/12/2013,1001851160,BROFSArv,BROFSAap,gissenk
Approved refund 77.56 to borrower Partial TOP OP.,4/10/2013,1000750030,BROFSArv,BROFSAap,gissenk
Approved refund 789.55 to borrower TOP after COMP.,4/9/2013,1002163666,BROFSArv,BROFSAap,gissenk
Approved refund 82.13 to borrower TOP OP.,4/12/2013,1001750946,BROFSArv,BROFSAap,gissenk
Approved refund 87.98 to borrower partial AWG.,4/10/2013,1000614278,BROFSArv,BROFSAap,gissenk
Approved refund 936.00 to borrower TOP after Comp.,4/15/2013,1000215738,BROFSArv,BROFSAap,gissenk
Approved refund 957.65 to Lender DL Montgomery CONSOL OP.,4/11/2013,1000408465,BROFSArv,BROFSAap,gissenk
Approved refund 99.64 to borrower TOP.,4/10/2013,1001596992,BROFSArv,BROFSAap,gissenk
Approved refund 99.86 to DLCN Montgomery AL.,4/9/2013,1002660436,BROFSArv,BROFSAap,gissenk
"Approved Refund AWG o/p to borrower, comp has been met: $98.31, 07/25/2012. Additional refunds $95.99 07/31/2012; $89.15 08/07/2012; $78.44 08/13/2012.  ",8/14/2012,1001333434,BROFSArv,BROFSAap,tatarm
"APPROVED REFUND AWG OP TO BORR: $159.34, T#7501498, 2/27/13, $55.28, T#7503646, 2/21/13",3/7/2013,1000998850,BROFSArv,BROFSAap,harrisj
Approved refund for $$235.94 AWG OP on 2/20/13 to Borr.,4/15/2013,1003470288,BROFSArv,BROFSAap,halords
"Approved refund for $1,136.15 TOP Ofst on 2/20/13 to Borr.",4/19/2013,1001042456,BROFSArv,BROFSAap,halords
"Approved refund for $1,416.64 TOP Ofst on 2/5/13 to Borr - after COMP.",4/16/2013,1002764156,BROFSArv,BROFSAap,halords
"Approved refund for $1,476.09 IPAC O/P to DLCN-Montgomery. ",4/16/2013,1002693182,BROFSArv,BROFSAap,halords
"Approved refund for $1,693.99 partial TOP Ofst to Borr.",4/10/2013,1003594204,BROFSArv,BROFSAap,halords
"Approved refund for $1,693.99 partial TOP Ofst to Borr. ",4/16/2013,1003594204,BROFSArv,BROFSAap,halords
"Approved refund for $1,745.54 CONSOL OP to Lender - DL Montgomery.",4/19/2013,1000637266,BROFSArv,BROFSAap,halords
Approved refund for $109.17 IPAC OP on 4/24/13 to DLCN-Montgomery.,4/16/2013,1003468881,BROFSArv,BROFSAap,halords
Approved refund for $113.29 IPAC to DLCN - Montgomery.,4/15/2013,1003606276,BROFSArv,BROFSAap,halords
Approved refund for $130.00 VOL PMTS to Sallie Mae - after rehab. ,4/19/2013,1001152496,BROFSArv,BROFSAap,halords
Approved refund for $170.68 AWG OP on 3/14/13 to Borr - after PIF.,4/15/2013,1003499176,BROFSArv,BROFSAap,halords
"Approved refund for $184.54 IPAC to Lender - DLCN, Montgomery, AL.",4/19/2013,1000670954,BROFSArv,BROFSAap,halords
Approved refund for $193.14 CONSOL OP on 5/11/12 to Lender DL-Montgomery.,4/16/2013,1002834551,BROFSArv,BROFSAap,halords
"Approved refund for $2,194.00 on 2/21/13 TOP Ofst to borr - after comp was pd.",4/19/2013,1000709951,BROFSArv,BROFSAap,halords
"Approved refund for $2,358.76 GA PMT on 3/19/13 to  Borr - after UPD discharge per notes on 3/18/13.",4/16/2013,1003110814,BROFSArv,BROFSAap,halords
"Approved refund for $2,686.66 partial TOP Ofst on 2/7/13 to Borr.",4/16/2013,1002956730,BROFSArv,BROFSAap,halords
Approved refund for $209.25 partial TOP Ofst on 2/13/13 to Borr - after comp was pd.,4/19/2013,1001066001,BROFSArv,BROFSAap,halords
Approved refund for $29.19 IPAC O/P on 4/18/12 to DLCN-Montgomery.,4/16/2013,1002810354,BROFSArv,BROFSAap,halords
Approved refund for $299.80 partial TOP OP on 2/8/13 to Borr.,4/15/2013,1003667086,BROFSArv,BROFSAap,halords
"Approved refund for $3,220.00, 2/13/13 TOP Ofst to borr - A TOP hardship.",4/9/2013,1000025357,BROFSArv,BROFSAap,halords
"Approved refund for $3,424.00 TOP Ofst on 3/13/13 to Borr - after CONSOL.",4/16/2013,1003439021,BROFSArv,BROFSAap,halords
Approved refund for $33.12 TOP Ofst on 2/21/13 to borr,4/19/2013,1000892408,BROFSArv,BROFSAap,halords
Approved refund for $34.28 VOL on 2/12/13 to borr.,4/19/2013,1000929436,BROFSArv,BROFSAap,halords
"Approved refund for $3645.00 to borr (2) TOP Ofsts $1881.00, 2/7/13 & $1764.00, 2/19/13 - TOP ofst hardship.  ",4/9/2013,1001215159,BROFSArv,BROFSAap,halords
Approved refund for $401.89 TOP Ofst on 2/27/13 to Borr - after Comp sif.,4/16/2013,1002682645,BROFSArv,BROFSAap,halords
"Approved refund for $545.00 TOP ofst, 2/5/13 to Borr - from TOP hardship.",4/9/2013,1003678669,BROFSArv,BROFSAap,halords
Approved refund for $60.00 VOL OP on 2/22/13  to Lender-GREAT LAKES - after rehab.,4/16/2013,1003219730,BROFSArv,BROFSAap,halords
Approved refund for $79.44 partial TOP Ofst on 2/19/13 to Borr.,4/16/2013,1003256717,BROFSArv,BROFSAap,halords
Approved refund for $834.69 TOP Ofst on 2/28/13 to Borr - after comp SIF.,4/16/2013,1002752682,BROFSArv,BROFSAap,halords
Approved refund for $895.20 IPAC O/P on 4/18/13 to DLCN-Montgomery.,4/16/2013,1003328516,BROFSArv,BROFSAap,halords
"Approved refund for $9,559.00 TOP Ofst on 2/26/13 to Borr - after rehab. ",4/16/2013,1002697534,BROFSArv,BROFSAap,halords
Approved refund for $93.90 AWG OP to Borr.,4/16/2013,1003271012,BROFSArv,BROFSAap,halords
Approved refund for AWG OP to borrower notated on 3/5/13. Also refund additional payment posting after 2/19/13.,3/27/2013,1000222785,BROFSArv,BROFSAap,averyv
Approved refund for AWG OP to borrower notated on 3/5/13. Also refund payment posting after 2/12/13.,3/26/2013,1003241313,BROFSArv,BROFSAap,averyv
Approved refund for AWG overpayment notated on 9/5/12.,9/7/2012,1003606621,BROFSArv,BROFSAap,averyv
Approved refund for joint TOP to borrower notated on 2/22/13.,4/8/2013,1003576626,BROFSArv,BROFSAap,averyv
Approved refund for TOP after CN to borrower notated on 3/15/13.,4/8/2013,1001398670,BROFSArv,BROFSAap,averyv
Approved refund for TOP after CN to borrower notated on 4/10/13.,4/15/2013,1000331445,BROFSArv,BROFSAap,averyv
Approved refund for TOP after RH to borrower notated on 3/12/13.,4/15/2013,1001979170,BROFSArv,BROFSAap,averyv
Approved refund for TOP after RH to borrower notated on 3/15/13.,4/8/2013,1002028390,BROFSArv,BROFSAap,averyv
Approved refund for TOP hardship for notation on 4/10/13.,4/15/2013,1002798184,BROFSArv,BROFSAap,averyv
Approved refund for TOP hardship for notation on 4/9/13.,4/12/2013,1001953197,BROFSArv,BROFSAap,averyv
Approved refund for TOP hardship to borrower  notated on 3/19/13.,4/18/2013,1000917973,BROFSArv,BROFSAap,averyv
Approved refund for TOP hardship to borrower for notation on 4/9/13.,4/18/2013,1001953197,BROFSArv,BROFSAap,averyv
Approved refund for TOP taken from an innocent party in error notated on 3/18/13.,4/8/2013,1002259096,BROFSArv,BROFSAap,averyv
Approved refund for TOP to borrower notated on 3/1/13. Also refund additional payments that posted to account.,3/22/2013,1002155091,BROFSArv,BROFSAap,averyv
Approved refund for TOP to innocent party notated on 3/15/13.,4/8/2013,1000167243,BROFSArv,BROFSAap,averyv
Approved refund for TOP to innocent party notated on 3/19/13.,4/9/2013,1003107689,BROFSArv,BROFSAap,averyv
Approved refund for TOPs taken from innocent spouse notated on 4/12/13.,4/18/2013,1000656009,BROFSArv,BROFSAap,averyv
Approved refund for VA disability to borrower notated on 3/15/13.,4/8/2013,1002030049,BROFSArv,BROFSAap,averyv
Approved refund forAWG notation on 6/11/12. Also refund additional payments  posting after 6/8/12.,7/27/2012,1003606621,BROFSArv,BROFSAap,averyv
Approved refund forAWG OP to borrower notated on 3/5/13 and 3/6/13. Also refund payment posting after 3/4/13.,3/27/2013,1001764875,BROFSArv,BROFSAap,averyv
"Approved refund in over $5000 que/hardship
",4/10/2013,1003534344,BROFSArv,BROFSAap,toomerc
Approved refund of $150.00,2/27/2012,1001413049,BROFSArv,BROFSAap,dennisw
Approved refund of $163.36 due to awg pymnts posting after comp.,11/30/2011,1001964217,BROFSArv,BROFSAap,dennisw
"Approved refund of $2,178.43 to borrrower ",7/3/2012,1001911101,BROFSArv,BROFSAap,reidw
Approved refund of $292.32 per notation on 8/31/12,9/18/2012,1002494620,BROFSArv,BROFSAap,awtreyp
Approved refund of $372.14 to bwr for wg pymnts.,11/28/2011,1001248744,BROFSArv,BROFSAap,dennisw
"Approved refund of $61.00, 6/4/12  TOP to borrower",7/26/2012,1002447236,BROFSArv,BROFSAap,cumminm
Approved Refund of $869.55 to borr for TOPs after hdshp approval on 8/8/12: 3 pymnts of $216.60 8/22/12 tr# P86957428; 9/26/12 tr# P87478230; 10/24/12 tr# K87981251; AND $219.75 1/23/13 tr# K89297906.   E. Sweet-Grundy/reg iv,2/8/2013,1001691604,BROFSArv,BROFSAap,sweete
Approved refund of 1143.00 to borrower ,6/14/2012,1001632857,BROFSArv,BROFSAap,reidw
Approved refund of 1290.81,7/30/2012,1002524350,BROFSArv,BROFSAap,reidw
Approved refund of 2470.00 to borrower ,6/19/2012,1001899575,BROFSArv,BROFSAap,reidw
Approved refund of 29880.00,3/28/2012,1002658756,BROFSArv,BROFSAap,reidw
Approved refund of 729.to borrower ,6/7/2012,1000422538,BROFSArv,BROFSAap,reidw
"Approved Refund of additional (2)AWG (total amt $201.68) after comp to 
borrower for $104.83 trc#1964091 on 11/26/12 and $96.85 trc#1970001 on 
11/14/12.
",12/10/2012,1001129057,BROFSArv,BROFSAap,harrisj
APPROVED REFUND OF TOP TO BORROWER,10/2/2012,1003238818,BROFSArv,BROFSAap,greshae
Approved refund over $5000 to b&spouse/rehab,4/2/2013,1000545843,BROFSArv,BROFSAap,toomerc
Approved refund over $5000 to b/cn,4/4/2013,1002020001,BROFSArv,BROFSAap,toomerc
Approved refund over $5000 to borrower/hardshp,4/2/2013,1000318724,BROFSArv,BROFSAap,toomerc
Approved refund request for 128.80 TOP hardship. Previous requests didn't take and had to be re-requested.,4/16/2013,1001917427,BROFSArv,BROFSAap,gissenk
Approved refund request for refund noted on 05/23/12.,7/11/2012,1002505720,BROFSArv,BROFSAap,crowlet
Approved refund to 3rd pty AWG in error,3/11/2013,1001644063,BROFSArv,BROFSAap,toomerc
APPROVED REFUND TO BOROWER AND SPOUSE,4/8/2013,1001152995,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,1/24/2013,1002234116,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,2/14/2013,1002588172,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,2/14/2013,1002787536,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,2/22/2013,1003470288,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,2/28/2013,1000695650,BROFSArv,BROFSAap,greshae
approved refund to borrower,2/28/2013,1002260238,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,3/15/2013,1000578065,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,3/20/2013,1001253754,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1000546750,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1000547607,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1000481392,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1000466905,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1000446220,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1000522697,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1000397130,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1000425900,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1000227340,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1003397195,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1003036581,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1002428849,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1002421203,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1002421066,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1002513675,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1002396878,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1002415486,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1002285884,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1002226304,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1003465598,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1003334022,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1003198858,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1003155852,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1003061738,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1003217532,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1003214994,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1003237115,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1003001544,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1002739005,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1002720927,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1002494620,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1002237591,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1002288887,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1002259011,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1002035881,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1002012635,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1002023801,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1002210750,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1002176500,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1003640896,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1003653919,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1003616061,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1003653097,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1003556069,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1003223780,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1003245042,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002853607,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002942272,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002991682,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002827177,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002633549,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002642605,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002688758,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002821779,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002558902,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002524350,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002218796,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002251362,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002322409,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002344035,BROFSArv,BROFSAap,greshae
approved refund to borrower,4/5/2013,1002311529,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002029691,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1002114861,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1001817369,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1001465944,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1001176633,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1001203776,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1001191785,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1001182109,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1001038261,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1001097266,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1001100479,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1000879922,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1000834699,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1000865688,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1000548846,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1000552923,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1000600939,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1000597228,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1000605820,BROFSArv,BROFSAap,greshae
