TotalRows
Total Borrower Account AR Logs: 883

BorrowerAccountARMessageText_Value,AREventCreationDateTime_Value,BorrowerNumber_Value,ActionCodeShortValueText_Value,ResultCodeShortValueText_Value,UserSystemUserName_Value
Approved refund 434.65 to borrower AWG & TOP.,4/9/2013,1009832301,BROFSArv,BROFSAap,gissenk
Approved refund 443.72to borrower AWG OP and 1 TOP.,3/29/2013,1010135639,BROFSArv,BROFSAap,gissenk
Approved refund 445.96 to borrower TOP Offset after Comp. ,3/29/2013,1010716248,BROFSArv,BROFSAap,gissenk
Approved refund 4593.00 to borrower TOP Hardship.,4/8/2013,1010821245,BROFSArv,BROFSAap,gissenk
Approved refund 4626.39 to borrower TOP.,4/8/2013,1010450726,BROFSArv,BROFSAap,gissenk
Approved refund 467.50 to borrower AWG OP.,3/29/2013,1010478230,BROFSArv,BROFSAap,gissenk
Approved refund 490.00 to NELNET VOL after Rehab.,3/29/2013,1010420404,BROFSArv,BROFSAap,gissenk
Approved refund 5 AWG OPs totaling $394.50 to Borr - $96.82 on 3/7/13; $59.14 on 3/1/13; $63.29 on 2/25/13; $59.14 on 2/15/13 & $116.11 on 2/13/13.,4/9/2013,1010273053,BROFSArv,BROFSAap,halords
Approved refund 50.00 CSB PERKINS Utica NY VOL pmt.,4/5/2013,1011798526,BROFSArv,BROFSAap,gissenk
Approved refund 50.73 to borrower AWG OP.,4/8/2013,1010176240,BROFSArv,BROFSAap,gissenk
Approved refund 53.05 to borower AWG OP.,4/12/2013,1010769429,BROFSArv,BROFSAap,gissenk
Approved refund 5543.00 to borrower TOP HS.,4/5/2013,1011375444,BROFSArv,BROFSAap,gissenk
Approved refund 56.90 to borrower TOP VOL OP.,4/5/2013,1011322049,BROFSArv,BROFSAap,gissenk
Approved refund 587.20 to borrower TOP after COMP SIF.,4/11/2013,1011319253,BROFSArv,BROFSAap,gissenk
Approved refund 6.88 to borrower TOP OP.,4/8/2013,1010651862,BROFSArv,BROFSAap,gissenk
Approved refund 600.00 to Dept of ED/Sallie Mae.,3/29/2013,1010753162,BROFSArv,BROFSAap,gissenk
Approved refund 600.00 to NELNET VOL after Rehab.,3/29/2013,1010599779,BROFSArv,BROFSAap,gissenk
Approved refund 61.93 to borrower TOP offset.,3/29/2013,1010742985,BROFSArv,BROFSAap,gissenk
Approved refund 612.42 to Lender DLCN Montgomery CONSOL OP.,4/8/2013,1010322932,BROFSArv,BROFSAap,gissenk
Approved refund 63.65 to borrower AWG.,4/9/2013,1010082308,BROFSArv,BROFSAap,gissenk
Approved refund 639.59 to borrower TOP after Comp.,3/29/2013,1010534228,BROFSArv,BROFSAap,gissenk
Approved refund 639.72 to DL Montgomery CONSOL OP.,4/9/2013,1003812850,BROFSArv,BROFSAap,gissenk
Approved refund 647.69  to borower TOP O.P ,4/11/2013,1010849182,BROFSArv,BROFSAap,gissenk
Approved refund 690.12 to borrower Partial TOP.,3/29/2013,1010288925,BROFSArv,BROFSAap,gissenk
Approved refund 73.60 to DL Montgomery.,4/9/2013,1009757486,BROFSArv,BROFSAap,gissenk
Approved refund 740.77 to borrower TOP after Comp paid,3/29/2013,1010791187,BROFSArv,BROFSAap,gissenk
Approved refund 75.00 Dept of ED/PHEAA VOL after Rehab.,3/29/2013,1010435541,BROFSArv,BROFSAap,gissenk
Approved refund 780.00 to Lender CSB Perkins/ACS INC.,3/29/2013,1015236195,BROFSArv,BROFSAap,gissenk
Approved refund 80.00 to CSB PERKINS/ACS.INC VOL after Rehab.,4/5/2013,1012477287,BROFSArv,BROFSAap,gissenk
Approved refund 840.00 to borrower TOP.,4/15/2013,1010730077,BROFSArv,BROFSAap,gissenk
Approved refund 847.04 to borrower TOP after Comp SIF.,4/5/2013,1011341743,BROFSArv,BROFSAap,gissenk
Approved refund 87.48 to borrower TOP OP.,4/9/2013,1003734586,BROFSArv,BROFSAap,gissenk
Approved refund 92.28 to borrower TOP OP .,3/29/2013,1010690430,BROFSArv,BROFSAap,gissenk
Approved refund amount $1315.92 for pymnts posted after comp met ....Bferrell,8/21/2012,1010103391,BROFSArv,BROFSAap,ferrelb
Approved refund AWG OP for $270.98 on 3/11/13 to borr.,4/9/2013,1010549515,BROFSArv,BROFSAap,halords
Approved refund for $111.02 TOP Ofst on 3/4/13 to - after Comp pd.,4/11/2013,1003872612,BROFSArv,BROFSAap,halords
Approved refund for $124.16 TOP Ofst on 3/13/13 to Borr.,4/10/2013,1010092335,BROFSArv,BROFSAap,halords
Approved refund for $128.97 for AWG OP on 4/1/13 to Borr.,4/11/2013,1009763972,BROFSArv,BROFSAap,halords
Approved refund for $148.50 AWG pmt on 2/26/13 to Borr.,4/10/2013,1010118279,BROFSArv,BROFSAap,halords
Approved refund for $148.84 for AWG OP on 3/7/13 to Borr.,4/11/2013,1003888639,BROFSArv,BROFSAap,halords
Approved refund for $17.26 Partial TOP Ofst on 2/25/13 to Borr - Granted a TOP hardship.,4/10/2013,1010242348,BROFSArv,BROFSAap,halords
"Approved refund for $2,000.00 TOP Ofst on 2/21/13 to Borr - Granted a TOP hardship.",4/16/2013,1010042565,BROFSArv,BROFSAap,halords
"Approved refund for $2,086.00 TOP Ofst on 2/1/13 to Borr. ",4/11/2013,1009694450,BROFSArv,BROFSAap,halords
"Approved refund for $2,100.00 TOP Ofst on 2/21/13 to Borr - Granted a TOP hardship.",4/10/2013,1010042565,BROFSArv,BROFSAap,halords
"Approved refund for $2,234.65 on 2/6/13 TOP Ofst to borr - TOP agency code 40",4/9/2013,1010333118,BROFSArv,BROFSAap,halords
"Approved refund for $2,839.50, 2/8/13 TOP Ofst to Borr - TOP agency code 40 per notes on 3/28/13.",4/9/2013,1010682006,BROFSArv,BROFSAap,halords
"Approved refund for $2,992.00 TOP Ofst on 2/25/13 to Borr & wife - after VA Disb approved on 3/9/10.",4/10/2013,1010237805,BROFSArv,BROFSAap,halords
Approved refund for $258.01 VOL OP to borr.,4/9/2013,1015944466,BROFSArv,BROFSAap,halords
Approved refund for $282.41 for AWG pmt on 2/28/13 to Borr.,4/11/2013,1009827094,BROFSArv,BROFSAap,halords
"Approved refund for $3,416.00 frm TOP Ofst on 2/6/13 to Borr.",4/11/2013,1009866970,BROFSArv,BROFSAap,halords
"Approved refund for $3,500.00 TOP Ofst on 2/1/13 to Borr - Granted a TOP hardship.",4/10/2013,1010173688,BROFSArv,BROFSAap,halords
"Approved refund for $3,821.00 TOP Ofst on 2/27/13 to Borr - Per notes on 3/15/13.",4/10/2013,1009949173,BROFSArv,BROFSAap,halords
Approved refund for $372.00 on 3/4/13 frm VOL to - After COMP SIF.,4/9/2013,1010496565,BROFSArv,BROFSAap,halords
"Approved refund for $391.51, 2/12/13 TOP Ofst to Borr(after met Comp for $4,190.00 & a TOP Ofst came in for $4,598.51 took difference-refer A/R event on 2/11/13). ",4/9/2013,1010690641,BROFSArv,BROFSAap,halords
Approved refund for $396.58 partial TOP Ofst on 2/13/13 to Borr.,4/10/2013,1009718741,BROFSArv,BROFSAap,halords
Approved refund for $396.58 partial TOP Ofst on 2/13/13 to Borr.,4/16/2013,1009718741,BROFSArv,BROFSAap,halords
"Approved refund for $4,000.00 TOP Ofst on 2/12/13 to Borr.",4/10/2013,1010038600,BROFSArv,BROFSAap,halords
"Approved refund for $4,000.00 TOP Ofst on 2/4/13 to Borr.",4/10/2013,1009967951,BROFSArv,BROFSAap,halords
"Approved refund for $4,018.87 CONSOL OP to LENDER - DL MONTGOMERY.",4/9/2013,1010669015,BROFSArv,BROFSAap,halords
"Approved refund for $487.63, 2/26/13 CONSOL OP TO LENDER - DL MONTGOMERY",4/9/2013,1010793649,BROFSArv,BROFSAap,halords
"Approved refund for $5,389.16 IPAC OP on 2/22/13 to DL MONT.",4/10/2013,1010004215,BROFSArv,BROFSAap,halords
"Approved refund for $5,536.00 TOP Ofst on 3/7/13 to Borr - after con was pd.",4/10/2013,1009956714,BROFSArv,BROFSAap,halords
Approved refund for $50.93 a partial AWG OP on 3/14/13 to Borr.,4/11/2013,1003791235,BROFSArv,BROFSAap,halords
"Approved refund for $513.66, 2/13/13 partial TOP Ofst to borr.",4/9/2013,1011331506,BROFSArv,BROFSAap,halords
Approved refund for $55.00 VISA PMT to PHEAA - after rehab.,4/15/2013,1003779318,BROFSArv,BROFSAap,halords
"Approved refund for $6,878.00  (18)  AWG OPS to Borr.",4/11/2013,1003804458,BROFSArv,BROFSAap,halords
"Approved refund for $60.93, 2/13/13 TOP Ofst to borr ( comp met for $3,573.00 & a TOP Ofst came in for $3,650.93 - refer to A/R event on 2/12/13).",4/9/2013,1010561323,BROFSArv,BROFSAap,halords
Approved refund for $732.82 TOP Ofst on 3/6/13 to Borr - after IPAC.,4/10/2013,1010219783,BROFSArv,BROFSAap,halords
Approved refund for $8.47 frm partial TOP Ofst to Borr.,4/11/2013,1003854583,BROFSArv,BROFSAap,halords
"Approved refund for $810.38, 2/21/13 TOP Ofst to Borr -  TOP agency code 40 per notes on 3/28/13.",4/9/2013,1010696294,BROFSArv,BROFSAap,halords
Approved refund for $837.91 TOP Ofs on 2/22/13 to Borr - Agency Code 40 per notes on 4/8/13.,4/10/2013,1010164295,BROFSArv,BROFSAap,halords
Approved refund for $837.91 TOP Ofst on 2/22/13 to Borr - Agency Code 40 per notes on 4/8/13.,4/16/2013,1010164295,BROFSArv,BROFSAap,halords
"Approved refund for $87.63, 3/13/13 to Borr - comp met for $825.00 & TOP Ofst came in for $929.63 - refer to A/R event on 1/8/13. ",4/9/2013,1010586985,BROFSArv,BROFSAap,halords
Approved refund for $968.20 partial TOP Ofst OP on 2/8/13 to Borr.,4/15/2013,1003744821,BROFSArv,BROFSAap,halords
Approved refund for 3rd party refund notated on 4/2/13.,4/3/2013,1003709645,BROFSArv,BROFSAap,averyv
Approved refund for AWG OP to borrower notated on 3/20/13.,4/12/2013,1003804458,BROFSArv,BROFSAap,averyv
Approved refund for IPAC OP and Visa after CN to lender notated on 3/15/13.,4/8/2013,1010566824,BROFSArv,BROFSAap,averyv
Approved refund for IPAC OP to lender notated on 3/18/13.,4/15/2013,1010713456,BROFSArv,BROFSAap,averyv
Approved refund for IPAC OP to lender notated on 3/21/13.,4/11/2013,1010004215,BROFSArv,BROFSAap,averyv
Approved refund for IPAC OP to lender notated on 3/21/13.,4/11/2013,1010004215,BROFSArv,BROFSAap,averyv
Approved refund for IPAC to lender notated on 3/21/13.,4/10/2013,1009704606,BROFSArv,BROFSAap,averyv
Approved refund for IPAC to lender notated on 3/21/13.,4/10/2013,1003752973,BROFSArv,BROFSAap,averyv
Approved refund for joint TOP after CN to borrower notated on 3/12/13.,4/3/2013,1011387433,BROFSArv,BROFSAap,averyv
Approved refund for joint TOP after CN to borrower notated on 3/22/13.,4/8/2013,1010576537,BROFSArv,BROFSAap,averyv
Approved refund for TOP after CN to borrower notated on 3/18/13.,4/8/2013,1011349328,BROFSArv,BROFSAap,averyv
Approved refund for TOP after CN to borrower notated on 3/20/13.,4/11/2013,1009956714,BROFSArv,BROFSAap,averyv
Approved refund for TOP after CPR to borrower notated on 3/11/13.,4/15/2013,1011388745,BROFSArv,BROFSAap,averyv
Approved refund for TOP after decertification to borrower notated on 3/15/13.,4/15/2013,1010796644,BROFSArv,BROFSAap,averyv
Approved refund for TOP hardship to borrower notated on 4/5/13.,4/18/2013,1010575666,BROFSArv,BROFSAap,averyv
Approved refund for TOP HS to borrower for notation on 3/18/13.,4/8/2013,1010671152,BROFSArv,BROFSAap,averyv
Approved refund for TOP notated on 10/3/12.,10/12/2012,1003692685,BROFSArv,BROFSAap,averyv
"Approved refund for TOP Ofst $385.55, 2/7/13 to borr - frm TOP hardship.",4/9/2013,1003800112,BROFSArv,BROFSAap,halords
Approved refund for TOPs to borrower for notation on 3/21/13.,4/11/2013,1010128238,BROFSArv,BROFSAap,averyv
Approved refund for VOL for underfunded CN to lender and TOP after CN to borrower notated on 3/15/13.,4/8/2013,1010426939,BROFSArv,BROFSAap,averyv
APPROVED REFUND OF OVERPAYMENT TO CUSTOMER - ADERRICK,4/1/2013,1011799211,BROFSArv,BROFSAap,derrica
Approved refund over $5000 to b & spouse/cn,4/4/2013,1010134821,BROFSArv,BROFSAap,toomerc
Approved refund to b&spouse/hardship,4/4/2013,1010226019,BROFSArv,BROFSAap,toomerc
APPROVED REFUND TO BORROWER,4/1/2013,1010084143,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1010069899,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1010051286,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1009763176,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1003798124,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1003826014,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/2/2013,1003728854,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1010253540,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1010177098,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1010069174,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1009984108,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1009898885,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1009877577,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1009863446,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1009708129,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1003727615,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1003771896,BROFSArv,BROFSAap,greshae
approved refund to borrower,4/5/2013,1003692685,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1003860889,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1003745292,BROFSArv,BROFSAap,greshae
approved refund to borrower,4/8/2013,1003837268,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1003881559,BROFSArv,BROFSAap,greshae
approved refund to borrower,4/8/2013,1003814065,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1010115490,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,3/21/2013,1010599011,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/1/2013,1010325941,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1010597397,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1010596592,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1010574370,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1010443797,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1010427845,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1010424753,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1010408203,BROFSArv,BROFSAap,greshae
approved refund to borrower,4/5/2013,1010360002,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1010357028,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/5/2013,1010351278,BROFSArv,BROFSAap,greshae
approved refund to borrower,4/5/2013,1010315481,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1011301528,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1011279017,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1010615472,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1011365158,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO BORROWER,4/8/2013,1011287135,BROFSArv,BROFSAap,greshae
approved refund to borrower 2432.69/hardship,6/18/2013,1003739046,BROFSArv,BROFSAap,toomerc
Approved refund to borrower 277.20 TOP offset after Comp.,3/29/2013,1010814638,BROFSArv,BROFSAap,gissenk
Approved refund to borrower 344.70 TOP after COMP.,4/8/2013,1011278114,BROFSArv,BROFSAap,gissenk
Approved refund to borrower 900.51 TOP OP.,3/29/2013,1010566708,BROFSArv,BROFSAap,gissenk
"APPROVED REFUND TO BORROWER, ADDIDITIONAL REFUNDS DUE",3/20/2013,1010311594,BROFSArv,BROFSAap,greshae
"APPROVED REFUND TO BORROWER, ADDITIONAL REFUND DUE",3/20/2013,1009931625,BROFSArv,BROFSAap,greshae
"APPROVED REFUND TO BORROWER, ADDITIONAL REFUND DUE",4/5/2013,1009714956,BROFSArv,BROFSAap,greshae
"APPROVED REFUND TO BORROWER, ADDITIONAL REFUND DUE",3/19/2013,1010515043,BROFSArv,BROFSAap,greshae
"APPROVED REFUND TO BORROWER, ADDITIONAL REFUND DUE",4/5/2013,1010428771,BROFSArv,BROFSAap,greshae
"APPROVED REFUND TO BORROWER, ADDITIONAL REFUNDS DUE",3/15/2013,1003781880,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO EMPLOYER - ADERRICK,5/21/2013,1003826014,BROFSArv,BROFSAap,derrica
APPROVED REFUND TO LENDER,4/5/2013,1010299473,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO LENDER,4/5/2013,1003832741,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO LENDER,4/1/2013,1010408422,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO LENDER,4/5/2013,1010526466,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO LENDER,4/5/2013,1010422398,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO LENDER,4/8/2013,1011991075,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO LENDER,4/8/2013,1011667936,BROFSArv,BROFSAap,greshae
APPROVED REFUND TO LENDER,4/8/2013,1010736638,BROFSArv,BROFSAap,greshae
APPROVED REFUND TOBORROWER,1/17/2013,1003692685,BROFSArv,BROFSAap,greshae
"Approved refund TOP OFst for $1,000.00 on 2/1/13 to Borr - Per SHUMPET.",4/9/2013,1010259192,BROFSArv,BROFSAap,halords
Approved refund totaling  $367.79(4 AWG pmts & TOP) to borr $97.41 on 3/7/13; $67.60 on 2/25/13; $53.35 on 2/19/13; $45.85 on 2/11/13 & a partial TOP for $103.49 on 2/8/13.,4/9/2013,1010550117,BROFSArv,BROFSAap,halords
"Approved refund totaling $1,852.80 (10) TOP Ofst OP to Borr.",4/15/2013,1003684636,BROFSArv,BROFSAap,halords
Approved refund Totaling $123.97 AWG PMTS ($29.57 on 2/28/13; $47.20 on 3/7/13 & $47.20 on 3/13/13) to Borr.,4/10/2013,1009973293,BROFSArv,BROFSAap,halords
Approved refund totaling $148.66 for AWG OPMS to Borr - $70.16 on 2/19/13 & $78.50 on 2/27/13.,4/11/2013,1003870863,BROFSArv,BROFSAap,halords
Approved refund totaling $200.00 frm VISA pmts($100.00 on 2/20/13 & $100.00 on 1/25/13) to Great Lakes - after Rehab.,4/11/2013,1009794385,BROFSArv,BROFSAap,halords
Approved refund totaling $300.00 VOL pmts($225.00 on 3/13/13 & $75.00 on 2/1/13) to NELNET - after Rehab.,4/10/2013,1010220698,BROFSArv,BROFSAap,halords
Approved refund totaling $355.32(TOP Ofst & AWG PMTS) to Borr - $65.45 on 3/6/13 difference frm TOP ofst; $97.49 on 3/7/13; $98.64 on 3/13/13; $93.74 on 3/20/13.,4/11/2013,1003935868,BROFSArv,BROFSAap,halords
"Approved refund totaling $385.99 (2 AWG pmts & partial TOP Ofst)to Borr - $135.30, 2/27/13 & $137.68, 2/11/13 & $113.01, 2/5/13. ",4/9/2013,1010642443,BROFSArv,BROFSAap,halords
"Approved refund totaling $4,143.50 (2)TOP Ofst to Borr - $360.00 on 2/21/13 & difference  of $3,783.50 on 2/13/13 - Granted a TOP hardship.",4/10/2013,1010256352,BROFSArv,BROFSAap,halords
Approved refund totaling $480.00 VOL PMTS to NELNET - after Rehab.,4/10/2013,1010182001,BROFSArv,BROFSAap,halords
"Approved refund totaling $5,547.48 TOP Ofst ($4,589.00 on 2/15/13 & $958.48 on 2/8/13) to Borr - Per notes on 3/15/13.",4/10/2013,1010128238,BROFSArv,BROFSAap,halords
Approved refund totaling $535.76 for 1 AWG OP- $170.70 on 5/29/12 & the differene frm TOP Ofst $365.06 on 5/18/12 to Borr.,4/11/2013,1003824066,BROFSArv,BROFSAap,halords
APPROVED REFUND.,6/12/2012,1003692685,BROFSArv,BROFSAap,dennisw
Approved refund.,3/6/2013,1009957307,BROFSArv,BROFSAap,dennisw
APPROVED REFUNDS TO BORROWER,4/1/2013,1003857913,BROFSArv,BROFSAap,greshae
APPROVED REFUNDS TO BORROWER,4/5/2013,1010147375,BROFSArv,BROFSAap,greshae
APPROVED REFUNDS TO BORROWER,4/5/2013,1003776533,BROFSArv,BROFSAap,greshae
APPROVED REFUNDS TO BORROWER,4/5/2013,1003803771,BROFSArv,BROFSAap,greshae
APPROVED REFUNDS TO BORROWER,4/8/2013,1003761168,BROFSArv,BROFSAap,greshae
APPROVED REFUNDS TO BORROWER,2/15/2013,1010433230,BROFSArv,BROFSAap,greshae
APPROVED REFUNDS TO BORROWER,4/5/2013,1010438389,BROFSArv,BROFSAap,greshae
APPROVED REFUNDS TO BORROWER,4/5/2013,1010399359,BROFSArv,BROFSAap,greshae
APPROVED REFUNDS TO BORROWER,4/8/2013,1010485449,BROFSArv,BROFSAap,greshae
"APPROVED REFUNDS TO BORROWER, ADDITIONAL PAYMENTS DUE",3/15/2013,1003870863,BROFSArv,BROFSAap,greshae
"APPROVED REFUNDS TO BORROWER, AN ADDITIONAL REFUND IS DUE",4/8/2013,1003733152,BROFSArv,BROFSAap,greshae
APPROVED REFUNDS TO LENDER,4/5/2013,1010384046,BROFSArv,BROFSAap,greshae
APPROVED REFUNDS TO LENDER,4/8/2013,1010566824,BROFSArv,BROFSAap,greshae
"APPROVED TOP REFUND TO BORROWER, ADDITIONAL PAYMENT ALSO DUE.",3/15/2013,1003888639,BROFSArv,BROFSAap,greshae
"APPROVRD REFUND TO NORROWER, ADDITIONAL REFUND DUE",4/1/2013,1009821012,BROFSArv,BROFSAap,greshae
"Apprvd refund for $1,816.58 (2/10/13) to borr for top hrdshp.    MTBryant/R4",4/22/2013,1010125101,BROFSArv,BROFSAap,bryantm
Apprvd refund for $121.47 (2/21/13) to borr for AWG ovrpymt.    MTBryant/R4,4/22/2013,1010150117,BROFSArv,BROFSAap,bryantm
Apprvd refund for $124.00 (4/1/13) to borr for AWG ovrpymt.     MTBryant/R4,4/22/2013,1009744054,BROFSArv,BROFSAap,bryantm
Apprvd refund for $158.25 (4/3/13) to borr for top recd after tpd.    MTBryant/R4,4/22/2013,1009871045,BROFSArv,BROFSAap,bryantm
Apprvd refund for $179.24 (3/7/13) to borr for AWG ovrpymt.   MTBryant/R4,4/22/2013,1009957307,BROFSArv,BROFSAap,bryantm
"Apprvd refund for $2,454.00 (2/13/13) to borr/sps for top hrdshp.    MTBryant/R4",4/22/2013,1010337743,BROFSArv,BROFSAap,bryantm
Apprvd refund for $236.00 (4/4/13) to borr for AWG pymt recd after consold.   MTBryant/R4,4/22/2013,1009909014,BROFSArv,BROFSAap,bryantm
"Apprvd refund for $3,481.22 (3/20/13) to borr for top pymt recd after consold.   MTBryant/R4",4/22/2013,1009992004,BROFSArv,BROFSAap,bryantm
Apprvd refund for $306.44 (2/13/13) to borr for top ovrpymt.   MTBryant/R4,4/22/2013,1009975982,BROFSArv,BROFSAap,bryantm
Apprvd refund for $31.66 (3/25/13) to borr/sps for top ovrpymt.    MTBryant/R4,4/22/2013,1003790179,BROFSArv,BROFSAap,bryantm
Apprvd refund for $392.44 (4/8/13) to borr for AWG ovrpymt.    MTBryant/R4,4/22/2013,1010091352,BROFSArv,BROFSAap,bryantm
Apprvd refund for $424.23 (4/10/13) to borr for offset recd after comp met.   MTBryant/R4,4/22/2013,1010843513,BROFSArv,BROFSAap,bryantm
Apprvd refund for $447.00 (2/27/13) to Nelnet for vol pymt recd after rehab.    MTBryant/R4,4/22/2013,1010114906,BROFSArv,BROFSAap,bryantm
Apprvd refund for $50.00 x 2 (3/4/13 & 3/29/13) to borr for vol ovrpymt.   MTBryant/R4,4/22/2013,1009835427,BROFSArv,BROFSAap,bryantm
"Apprvd refund for $8,619.00 (3/6/13) to sps for offset recd after borr's death.   MTBryant/R4",4/23/2013,1009733236,BROFSArv,BROFSAap,bryantm
Apprvd refunds for $130.00 x 2 (3/4/13 & 3/19/13) to Great Lakes for vol pymts recd after rehab.           MTBryant/R4,4/22/2013,1010115361,BROFSArv,BROFSAap,bryantm
Apprvd refunds for $486.86 (3/5/13) to borr/sps for top ovrpymt & $159.10 (3/18/13) to borr for AWG ovrpymt.    MTBryant/R4,4/22/2013,1010026760,BROFSArv,BROFSAap,bryantm
No message entered.,6/17/2013,1003744821,BROFSArv,BROFSAap,lained
QC: Approved $296.85 (TOP) refund to bwr/spouse,8/26/2013,1010298527,BROFSArv,BROFSAap,fordi
REFUND APPROVED,4/25/2012,1003832741,BROFSArv,BROFSAap,greshae
REFUND APPROVED,7/23/2012,1003768991,BROFSArv,BROFSAap,greshae
Refund approved,5/3/2013,1010141148,BROFSArv,BROFSAap,lained
Refund approved,5/16/2013,1009952887,BROFSArv,BROFSAap,lained
Refund approved,5/3/2013,1010435158,BROFSArv,BROFSAap,lained
"Refund AWG pmt: $216.74, 03/18/13, Additional refunds $263.56 3/25/13; $223.95 4/1/13; $215.51 4/8/13",4/9/2013,1009880869,BROFSArv,BROFSAap,tatarm
Refund of $ approved.,4/22/2013,1010288632,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010197900,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010161655,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009922879,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003783747,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010103391,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009903457,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009819378,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009929871,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003804804,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003712877,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1003703015,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010065087,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010084572,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010155441,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010274462,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010267289,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010152311,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010121724,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1010101681,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009998550,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009996222,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009751806,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1009742184,BROFSArv,BROFSAap,lained
